 -19.500000  2005.000000  1.662846275e-12
 -19.500000  2015.000000  1.353128806e-10
 -19.500000  2025.000000  1.048893051e-09
 -19.500000  2035.000000  4.04795291e-09
 -19.500000  2045.000000  1.111221004e-08
 -19.500000  2055.000000  2.491054614e-08
 -19.500000  2065.000000  4.881609039e-08
 -19.500000  2075.000000  8.210828698e-08
 -19.500000  2085.000000  1.146977515e-07
 -19.500000  2095.000000  1.422388011e-07
 -19.500000  2105.000000  1.619417188e-07
 -19.500000  2115.000000  1.724239519e-07
 -19.500000  2125.000000  1.737419404e-07
 -19.500000  2135.000000  1.67647504e-07
 -19.500000  2145.000000  1.612137262e-07
 -19.500000  2155.000000  1.557157773e-07
 -19.500000  2165.000000  1.501299917e-07
 -19.500000  2175.000000  1.440520172e-07
 -19.500000  2185.000000  1.377103845e-07
 -19.500000  2195.000000  1.319801368e-07
 -19.500000  2205.000000  1.281148573e-07
 -19.500000  2215.000000  1.255043912e-07
 -19.500000  2225.000000  1.228427896e-07
 -19.500000  2235.000000  1.194504201e-07
 -19.500000  2245.000000  1.15299527e-07
 -19.500000  2255.000000  1.110279281e-07
 -19.500000  2265.000000  1.079277153e-07
 -19.500000  2275.000000  1.064126621e-07
 -19.500000  2285.000000  1.051042563e-07
 -19.500000  2295.000000  1.030689736e-07
 -19.500000  2305.000000  1.000461563e-07
 -19.500000  2315.000000  9.646178108e-08
 -19.500000  2325.000000  9.344228148e-08
 -19.500000  2335.000000  9.209933109e-08
 -19.500000  2345.000000  9.132154505e-08
 -19.500000  2355.000000  8.995010492e-08
 -19.500000  2365.000000  8.752002883e-08
 -19.500000  2375.000000  8.427396635e-08
 -19.500000  2385.000000  8.117601796e-08
 -19.500000  2395.000000  7.96116792e-08
 -19.500000  2405.000000  7.895419684e-08
 -19.500000  2415.000000  7.787434229e-08
 -19.500000  2425.000000  7.57438885e-08
 -19.500000  2435.000000  7.266043356e-08
 -19.500000  2445.000000  6.94611388e-08
 -19.500000  2455.000000  6.75959681e-08
 -19.500000  2465.000000  6.689113253e-08
 -19.500000  2475.000000  6.593892489e-08
 -19.500000  2485.000000  6.400131026e-08
 -19.500000  2495.000000  6.108051444e-08
 -19.500000  2505.000000  5.793256959e-08
 -19.500000  2515.000000  5.600805917e-08
 -19.500000  2525.000000  5.543985729e-08
 -19.500000  2535.000000  5.48035652e-08
 -19.500000  2545.000000  5.329429279e-08
 -19.500000  2555.000000  5.085410688e-08
 -19.500000  2565.000000  4.818521484e-08
 -19.500000  2575.000000  4.669861623e-08
 -19.500000  2585.000000  4.656517448e-08
 -19.500000  2595.000000  4.636505015e-08
 -19.500000  2605.000000  4.529052255e-08
 -19.500000  2615.000000  4.328715238e-08
 -19.500000  2625.000000  4.106656864e-08
 -19.500000  2635.000000  4.003885154e-08
 -19.500000  2645.000000  4.02900843e-08
 -19.500000  2655.000000  4.04217238e-08
 -19.500000  2665.000000  3.967754314e-08
 -19.500000  2675.000000  3.806264936e-08
 -19.500000  2685.000000  3.63558771e-08
 -19.500000  2695.000000  3.597311411e-08
 -19.500000  2705.000000  3.671063423e-08
 -19.500000  2715.000000  3.718594813e-08
 -19.500000  2725.000000  3.672872906e-08
 -19.500000  2735.000000  3.544826444e-08
 -19.500000  2745.000000  3.424559186e-08
 -19.500000  2755.000000  3.452102221e-08
 -19.500000  2765.000000  3.567578848e-08
 -19.500000  2775.000000  3.638641422e-08
 -19.500000  2785.000000  3.610481615e-08
 -19.500000  2795.000000  3.508484176e-08
 -19.500000  2805.000000  3.439417173e-08
 -19.500000  2815.000000  3.525408936e-08
 -19.500000  2825.000000  3.656338583e-08
 -19.500000  2835.000000  3.711314302e-08
 -19.500000  2845.000000  3.651342532e-08
 -19.500000  2855.000000  3.520516879e-08
 -19.500000  2865.000000  3.446878e-08
 -19.500000  2875.000000  3.519952418e-08
 -19.500000  2885.000000  3.603716712e-08
 -19.500000  2895.000000  3.5983599e-08
 -19.500000  2905.000000  3.488970608e-08
 -19.500000  2915.000000  3.346696141e-08
 -19.500000  2925.000000  3.322204844e-08
 -19.500000  2935.000000  3.431049026e-08
 -19.500000  2945.000000  3.52395724e-08
 -19.500000  2955.000000  3.525654004e-08
 -19.500000  2965.000000  3.449497498e-08
 -19.500000  2975.000000  3.398621783e-08
 -19.500000  2985.000000  3.516970107e-08
 -19.500000  2995.000000  3.707764272e-08
